INSEE,Commune,Nombre de réponses (après filtrage),Note moyenne,Type de commune,Services et stationnement,Efforts de la Commune,Confort,Securité,Ressenti général
29069,Guilers,42,3.43,petites villes,3.16,3.24,3.46,3.48,3.62
78571,Saint-Nom-la-Bretèche,36,3.43,petites villes,3.01,3.45,3.36,3.48,3.66
37156,Montlouis-sur-Loire,111,3.43,petites villes,3.22,3.45,3.43,3.36,3.59
56067,Grand-Champ,39,3.43,petites villes,2.94,3.79,3.62,3.26,3.52
14047,Bayeux,130,3.42,petites villes,3.9,3.43,3.28,3.15,3.43
46102,Figeac,64,3.42,petites villes,4.4,3.48,2.93,2.99,3.53
49125,Doué-en-Anjou,45,3.42,petites villes,3.37,3.5,3.39,3.15,3.63
14258,Falaise,12,3.42,petites villes,3.79,3.56,3.3,3.07,3.54
60346,Lamorlaye,50,3.41,petites villes,3.24,3.36,3.35,3.4,3.57
53097,Évron,46,3.4,petites villes,4.36,3.47,3.21,2.94,3.34
50099,Carentan-les-Marais,37,3.4,petites villes,3.53,3.47,3.46,3.1,3.5
35207,Noyal-sur-Vilaine,22,3.39,petites villes,3.34,3.48,3.25,3.36,3.49
34259,Saint-Georges-d'Orques,68,3.38,petites villes,2.9,3.47,3.49,3.29,3.58
49180,Longué-Jumelles,16,3.38,petites villes,3.23,3.23,3.39,3.3,3.56
91226,Étréchy,25,3.38,petites villes,3.26,3.51,3.4,3.21,3.47
71342,Paray-le-Monial,11,3.38,petites villes,3.59,3.39,3.38,3.11,3.43
77018,Bailly-Romainvilliers,26,3.38,petites villes,2.73,3.16,3.15,3.69,3.75
69027,Brignais,116,3.37,petites villes,3.66,3.41,3.41,3.05,3.44
78531,Rosny-sur-Seine,38,3.37,petites villes,3.24,3.57,3.41,3.14,3.49
40209,Ondres,76,3.37,petites villes,3.54,3.33,3.46,3.13,3.43
67313,Mutzig,12,3.37,petites villes,4.48,2.77,3.67,3.14,3.04
34202,Pignan,83,3.36,petites villes,2.96,3.38,3.52,3.29,3.49
22176,Plédran,40,3.36,petites villes,3.54,3.35,3.22,3.24,3.47
77014,Avon,76,3.36,petites villes,3.55,3.16,3.38,3.16,3.5
71137,Cluny,22,3.36,petites villes,3.74,3.86,3.08,3.02,3.31
68163,Kembs,17,3.35,petites villes,3.46,3.1,3.13,3.33,3.55
40046,Biscarrosse,15,3.35,petites villes,4.1,3.07,2.84,3.29,3.46
69019,Belleville-en-Beaujolais,24,3.35,petites villes,3.11,3.52,3.73,3.15,3.27
27016,Les Andelys,29,3.34,petites villes,3.43,3.28,3.03,3.33,3.54
84132,Le Thor,29,3.33,petites villes,3.51,3.51,3.2,3.13,3.37
40279,Saint-Paul-lès-Dax,36,3.33,petites villes,3.58,3.67,3.34,2.83,3.41
78455,Noisy-le-Roi,58,3.33,petites villes,2.72,3.41,3.27,3.4,3.58
66210,Thuir,37,3.32,petites villes,2.99,3.23,3.23,3.46,3.46
29046,Douarnenez,138,3.31,petites villes,3.6,3.18,3.31,3.1,3.41
66180,Saint-Laurent-de-la-Salanque,21,3.3,petites villes,2.93,3.15,3.3,3.3,3.58
85096,La Garnache,25,3.3,petites villes,3.24,3.28,3.02,3.31,3.51
44003,Ancenis-Saint-Géréon,118,3.3,petites villes,3.82,3.58,3.06,2.84,3.37
35068,Châteaubourg,122,3.29,petites villes,3.32,3.56,3.12,3.03,3.43
29042,Crozon,91,3.29,petites villes,4.02,3.16,3.22,2.97,3.27
49018,Baugé-en-Anjou,29,3.29,petites villes,2.87,3.63,3.54,2.84,3.5
35095,Dol-de-Bretagne,43,3.29,petites villes,3.99,3.43,3.08,2.85,3.33
49176,Le Lion-d'Angers,27,3.29,petites villes,2.8,3.24,3.41,3.19,3.63
29195,Plouguerneau,56,3.29,petites villes,3.79,3.46,3.03,2.98,3.35
14225,Dives-sur-Mer,50,3.28,petites villes,3.56,3.18,3.25,3.12,3.35
78486,Le Perray-en-Yvelines,50,3.28,petites villes,3.5,3.24,2.92,3.3,3.41
29178,Ploudalmézeau,32,3.28,petites villes,3.27,3.25,3.13,3.15,3.52
26108,Crest,270,3.28,petites villes,3.77,2.94,3.24,3.14,3.32
13078,Port-Saint-Louis-du-Rhône,22,3.28,petites villes,2.78,3.41,2.86,3.36,3.65
78575,Saint-Rémy-lès-Chevreuse,71,3.27,petites villes,4.11,2.95,3.42,3.01,3.07
67519,La Wantzenau,21,3.27,petites villes,3.9,3.12,3.08,2.98,3.37
45028,Beaugency,91,3.26,petites villes,3.12,3.43,3.2,3.03,3.45
69094,Grézieu-la-Varenne,12,3.26,petites villes,3.29,3.04,3.47,3.06,3.39
30217,Rochefort-du-Gard,25,3.26,petites villes,3.33,3.33,3.24,3.07,3.33
78321,Jouars-Pontchartrain,65,3.25,petites villes,3.03,3.63,3.17,3.02,3.4
25031,Audincourt,17,3.25,petites villes,3.75,3.34,3.49,2.81,3.05
22162,Paimpol,110,3.25,petites villes,4.08,3.35,3.14,2.75,3.22
40217,Parentis-en-Born,23,3.24,petites villes,3.65,2.87,3.13,3.08,3.39
22251,Pordic,85,3.23,petites villes,3.35,2.87,3.26,3.1,3.44
31526,La Salvetat-Saint-Gilles,10,3.23,petites villes,3.3,3.18,3.22,3.17,3.31
44043,Clisson,77,3.23,petites villes,4.12,2.96,2.93,2.97,3.31
22168,Perros-Guirec,74,3.23,petites villes,3.58,3.38,3.01,2.98,3.32
29293,Trégunc,10,3.23,petites villes,3.32,3.5,3.26,2.88,3.26
49261,Gennes-Val-de-Loire,40,3.22,petites villes,3.84,2.98,3.08,2.98,3.29
35152,Liffré,152,3.22,petites villes,3.13,3.54,3.21,2.89,3.36
74123,Faverges-Seythenex,13,3.22,petites villes,3.54,2.6,3.06,3.36,3.35
35093,Dinard,48,3.22,petites villes,3.77,3.14,3.12,2.91,3.29
07324,Tournon-sur-Rhône,44,3.21,petites villes,3.53,2.9,3.15,3.06,3.32
49200,Longuenée-en-Anjou,22,3.21,petites villes,2.67,3.19,3.21,3.26,3.46
41136,Mer,50,3.21,petites villes,3.07,3.24,3.49,2.98,3.29
44084,Le Loroux-Bottereau,36,3.21,petites villes,3.24,3.66,2.86,2.96,3.4
29220,Pont-l'Abbé,14,3.21,petites villes,3.46,3.02,3.1,2.92,3.5
85019,Bellevigny,10,3.2,petites villes,3.65,3.12,3.0,3.1,3.21
35139,Laillé,36,3.2,petites villes,2.7,3.46,3.26,2.99,3.46
95388,Menucourt,28,3.2,petites villes,2.99,3.22,2.98,3.38,3.31
17449,Tonnay-Charente,34,3.19,petites villes,3.02,3.0,3.18,3.17,3.42
50615,Valognes,41,3.19,petites villes,4.05,3.14,2.88,2.93,3.16
14098,Thue et Mue,11,3.19,petites villes,2.89,3.32,3.25,3.08,3.34
84003,Apt,25,3.18,petites villes,3.6,3.01,3.3,2.95,3.13
67437,Saverne,75,3.18,petites villes,3.76,3.21,3.39,2.8,3.02
85092,Fontenay-le-Comte,22,3.18,petites villes,3.34,3.22,3.15,2.92,3.29
40284,Saint-Vincent-de-Tyrosse,46,3.18,petites villes,3.53,3.45,3.57,2.61,3.07
05046,Embrun,42,3.18,petites villes,3.92,3.23,2.49,3.05,3.3
35236,Redon,100,3.18,petites villes,4.03,3.02,2.95,2.83,3.24
49377,Rives-du-Loir-en-Anjou,15,3.18,petites villes,2.98,3.3,3.24,3.0,3.33
74056,Chamonix-Mont-Blanc,31,3.17,petites villes,3.87,2.98,3.02,2.97,3.1
54397,Neuves-Maisons,15,3.15,petites villes,2.72,3.37,3.39,2.97,3.26
77317,Mormant,10,3.15,petites villes,2.72,3.2,3.18,3.12,3.39
49194,Mazé-Milon,26,3.14,petites villes,3.13,3.29,3.01,2.99,3.28
77316,Moret-Loing-et-Orvanne,79,3.14,petites villes,3.55,3.02,3.14,2.94,3.15
09122,Foix,122,3.14,petites villes,3.89,2.87,3.04,2.82,3.19
63284,Pont-du-Château,11,3.14,petites villes,3.45,3.05,3.51,2.76,3.12
44169,Saint-Julien-de-Concelles,65,3.13,petites villes,3.14,3.0,2.96,2.84,3.53
77382,Quincy-Voisins,37,3.13,petites villes,2.2,3.36,3.29,3.08,3.43
30003,Aigues-Mortes,33,3.12,petites villes,3.7,2.76,3.02,2.91,3.22
49373,Lys-Haut-Layon,25,3.12,petites villes,3.17,3.14,2.9,2.93,3.38
38422,Saint-Martin-d'Uriage,49,3.12,petites villes,2.85,3.88,2.8,2.89,3.25
31291,Léguevin,71,3.12,petites villes,3.28,3.31,2.82,2.9,3.33
56164,Ploeren,20,3.11,petites villes,3.25,3.38,2.95,2.8,3.26
29259,Saint-Pol-de-Léon,11,3.1,petites villes,4.07,2.95,3.05,2.95,2.83
35275,Saint-Gilles,51,3.1,petites villes,2.64,3.16,2.8,3.14,3.49
68334,Thann,21,3.09,petites villes,3.18,2.98,3.24,2.96,3.09
76057,Barentin,32,3.09,petites villes,2.9,3.51,3.06,2.89,3.17
61006,Argentan,22,3.09,petites villes,3.36,3.14,2.86,2.86,3.25
45155,Gien,34,3.08,petites villes,2.82,2.96,2.92,3.15,3.33
85128,Luçon,35,3.08,petites villes,3.57,2.89,2.99,2.76,3.19
13037,La Fare-les-Oliviers,42,3.08,petites villes,2.88,3.77,3.11,2.53,3.24
56165,Ploërmel,10,3.08,petites villes,3.35,2.82,3.14,2.8,3.26
07042,Bourg-Saint-Andéol,13,3.07,petites villes,3.88,2.9,2.92,2.77,3.05
29124,Lesneven,60,3.07,petites villes,3.61,2.85,2.84,2.87,3.2
35352,Vern-sur-Seiche,58,3.07,petites villes,2.88,2.87,3.13,2.96,3.33
26235,Pierrelatte,20,3.07,petites villes,3.08,3.04,2.89,2.98,3.34
60282,Gouvieux,43,3.07,petites villes,3.34,2.92,3.01,3.02,3.1
30062,Calvisson,18,3.07,petites villes,3.62,2.79,3.21,2.84,2.95
07186,Privas,132,3.06,petites villes,3.42,2.65,3.36,2.74,3.17
35196,Mordelles,35,3.06,petites villes,3.05,2.94,2.85,2.92,3.4
84072,Mazan,10,3.06,petites villes,3.18,3.3,3.04,2.97,3.01
47252,Sainte-Livrade-sur-Lot,18,3.06,petites villes,2.42,3.0,3.12,3.21,3.29
35136,Janzé,36,3.06,petites villes,3.33,3.31,2.91,2.78,3.14
49063,Chalonnes-sur-Loire,45,3.06,petites villes,3.54,2.88,2.89,2.83,3.2
74119,Évian-les-Bains,44,3.06,petites villes,4.01,3.07,2.67,2.81,3.02
49345,Bellevigne-en-Layon,59,3.05,petites villes,2.63,3.03,3.05,3.04,3.31
26064,Chabeuil,17,3.05,petites villes,3.19,2.79,2.86,2.88,3.37
56023,Brech,11,3.05,petites villes,4.07,3.14,2.82,2.53,3.01
33011,Arès,11,3.04,petites villes,3.52,2.95,2.76,3.0,3.04
17385,Saint-Pierre-d'Oléron,10,3.04,petites villes,4.15,2.85,2.8,2.93,2.77
26252,Portes-lès-Valence,34,3.04,petites villes,3.41,2.82,2.76,2.95,3.23
37104,Esvres,25,3.03,petites villes,2.41,3.27,3.04,2.79,3.45
17333,Saint-Georges-de-Didonne,43,3.03,petites villes,3.44,2.77,3.17,2.81,3.02
45146,La Ferté-Saint-Aubin,12,3.03,petites villes,2.85,3.21,2.95,2.82,3.36
44120,Le Pellerin,22,3.03,petites villes,3.1,2.49,3.0,3.11,3.25
31107,Carbonne,43,3.03,petites villes,3.65,2.78,2.8,2.76,3.19
60157,Clermont,20,3.02,petites villes,3.15,3.16,3.11,2.78,3.01
74208,Passy,19,3.02,petites villes,3.34,3.04,2.8,2.8,3.16
59586,Templeuve-en-Pévèle,65,3.02,petites villes,3.39,3.01,2.83,2.79,3.1
35176,Guipry-Messac,68,3.02,petites villes,3.83,2.77,2.8,2.65,3.13
43268,Yssingeaux,13,3.02,petites villes,2.92,2.98,3.02,2.97,3.14
14333,Honfleur,29,3.01,petites villes,3.13,2.89,3.06,2.83,3.13
59268,La Gorgue,24,3.01,petites villes,3.33,3.09,3.01,2.69,3.04
26057,Bourg-de-Péage,19,3.01,petites villes,3.79,2.84,2.87,2.73,3.01
13104,Sausset-les-Pins,58,3.01,petites villes,3.25,3.03,2.83,2.79,3.19
60509,Pont-Sainte-Maxence,57,3.01,petites villes,3.03,2.74,3.11,2.92,3.16
44186,Sainte-Pazanne,23,3.0,petites villes,3.43,3.13,2.97,2.53,3.09
18197,Saint-Amand-Montrond,32,3.0,petites villes,3.33,2.77,2.73,3.0,3.15
56251,Theix-Noyalo,42,2.99,petites villes,2.94,2.93,2.93,2.84,3.22
74042,Bonneville,13,2.99,petites villes,4.12,2.88,2.63,2.65,2.92
44212,Vallet,17,2.99,petites villes,3.35,2.82,2.86,2.76,3.16
29117,Lannilis,42,2.99,petites villes,3.41,2.8,2.99,2.88,2.96
77333,Nemours,49,2.98,petites villes,3.31,2.85,2.82,2.86,3.09
34199,Pézenas,12,2.98,petites villes,3.06,3.21,2.6,2.78,3.17
11076,Castelnaudary,31,2.98,petites villes,4.13,2.74,2.83,2.45,3.04
72264,Sablé-sur-Sarthe,64,2.98,petites villes,3.46,3.13,2.89,2.59,3.03
51649,Vitry-le-François,19,2.98,petites villes,2.84,3.04,2.67,2.89,3.28
01244,Meximieux,12,2.98,petites villes,3.79,2.75,2.48,2.9,3.06
44188,Saint-Philbert-de-Grand-Lieu,81,2.97,petites villes,3.48,3.0,2.72,2.63,3.13
44029,Divatte-sur-Loire,31,2.97,petites villes,3.06,3.19,2.87,2.66,3.16
44195,Savenay,81,2.96,petites villes,3.35,2.8,2.83,2.67,3.17
38416,Saint-Marcellin,95,2.96,petites villes,3.29,2.92,2.75,2.82,3.04
65258,Lannemezan,12,2.94,petites villes,2.94,2.96,3.17,2.65,3.04
49021,Beaufort-en-Anjou,71,2.94,petites villes,3.33,3.05,2.71,2.58,3.13
29150,Moëlan-sur-Mer,47,2.94,petites villes,3.74,2.88,2.79,2.62,2.94
42094,Feurs,75,2.94,petites villes,3.12,2.84,2.84,2.68,3.18
22070,Guingamp,38,2.94,petites villes,3.64,2.63,2.51,2.84,3.13
66141,Pia,44,2.93,petites villes,2.56,2.84,3.0,2.97,3.1
91376,Marolles-en-Hurepoix,62,2.93,petites villes,2.98,2.87,2.95,2.63,3.19
03321,Yzeure,16,2.92,petites villes,3.94,2.69,2.36,2.73,3.04
77183,La Ferté-sous-Jouarre,19,2.92,petites villes,3.12,3.05,2.67,2.69,3.11
38509,La Tour-du-Pin,28,2.92,petites villes,3.7,2.49,2.66,2.78,3.03
78220,Les Essarts-le-Roi,46,2.91,petites villes,3.02,2.85,2.63,2.84,3.11
35012,Bain-de-Bretagne,45,2.91,petites villes,3.34,3.04,2.8,2.51,3.03
57630,Sarrebourg,12,2.91,petites villes,3.62,2.73,2.58,2.96,2.83
59431,Nieppe,77,2.91,petites villes,3.16,2.76,2.76,2.85,3.0
44158,Saint-Étienne-de-Montluc,45,2.9,petites villes,3.04,2.74,3.01,2.63,3.08
01004,Ambérieu-en-Bugey,68,2.9,petites villes,3.38,2.79,2.56,2.83,2.97
69028,Brindas,12,2.89,petites villes,3.38,3.06,2.78,2.57,2.88
72058,Changé,20,2.89,petites villes,2.65,3.1,2.59,2.77,3.22
86174,Naintré,21,2.89,petites villes,2.92,2.88,2.71,2.63,3.23
44209,Treillières,80,2.89,petites villes,3.3,2.77,2.72,2.61,3.08
49050,Brissac Loire Aubance,74,2.89,petites villes,2.92,2.94,2.78,2.67,3.09
04088,Forcalquier,25,2.88,petites villes,3.34,2.21,2.38,2.99,3.25
01185,Plateau d'Hauteville,13,2.88,petites villes,3.37,2.37,2.38,2.94,3.15
69112,Lentilly,16,2.88,petites villes,3.56,2.95,2.65,2.45,3.01
33238,Léognan,61,2.87,petites villes,2.41,2.74,2.96,2.83,3.16
57433,Maizières-lès-Metz,10,2.87,petites villes,2.5,2.98,3.02,2.75,3.01
76758,Yvetot,49,2.87,petites villes,3.27,2.9,2.49,2.73,3.0
29233,Quimperlé,18,2.87,petites villes,3.57,3.03,2.47,2.62,2.93
84088,Pernes-les-Fontaines,23,2.87,petites villes,3.24,2.39,3.02,2.65,3.0
44130,Pont-Saint-Martin,47,2.86,petites villes,2.89,3.1,2.89,2.55,2.99
69010,L'Arbresle,51,2.86,petites villes,3.66,2.7,2.63,2.57,2.93
78397,Le Mesnil-Saint-Denis,63,2.85,petites villes,3.35,2.89,2.62,2.63,2.94
65059,Bagnères-de-Bigorre,130,2.85,petites villes,3.26,2.65,2.61,2.74,3.03
62261,Cucq,23,2.84,petites villes,3.43,2.54,2.72,2.65,2.93
97423,Les Trois-Bassins,16,2.84,petites villes,2.58,2.67,2.4,3.08,3.21
59212,Estaires,48,2.84,petites villes,2.88,2.88,2.81,2.69,2.96
01249,Miribel,90,2.83,petites villes,3.15,2.61,2.67,2.72,2.98
34142,Lodève,28,2.82,petites villes,3.25,2.63,2.51,2.67,3.04
84004,Aubignan,11,2.82,petites villes,2.64,2.77,2.84,2.73,3.0
77379,Provins,30,2.81,petites villes,2.9,2.98,2.61,2.72,2.88
66149,Prades,19,2.81,petites villes,3.21,2.63,2.54,2.66,3.08
13088,Le Rove,13,2.81,petites villes,2.13,2.96,2.98,2.58,3.21
65286,Lourdes,45,2.81,petites villes,3.51,2.8,2.68,2.52,2.77
50147,Coutances,59,2.81,petites villes,3.38,2.72,2.64,2.46,2.97
05023,Briançon,110,2.81,petites villes,3.73,2.58,2.64,2.47,2.85
28280,Nogent-le-Rotrou,31,2.81,petites villes,3.37,2.47,2.55,2.64,3.03
74043,Bons-en-Chablais,25,2.8,petites villes,3.32,2.95,2.59,2.53,2.83
18207,Saint-Florent-sur-Cher,20,2.8,petites villes,2.81,2.85,2.53,2.66,3.05
72132,La Ferté-Bernard,42,2.8,petites villes,3.76,2.21,2.33,2.72,3.0
62473,Isbergues,44,2.8,petites villes,2.53,2.71,2.63,2.88,3.05
27056,Bernay,36,2.79,petites villes,3.23,2.72,2.55,2.53,2.98
23176,La Souterraine,35,2.79,petites villes,3.09,2.44,2.51,2.78,3.02
66065,Elne,46,2.78,petites villes,2.92,2.88,2.64,2.57,2.93
15012,Arpajon-sur-Cère,14,2.78,petites villes,3.02,2.77,2.67,2.52,2.96
